path_paras,trial,model_name,model_paras,time_train,time_total,MAE_train,RMSE_train,R_train,R2_train,MAPE_train,NSE_train,KGE_train,PCD_train,KLD_train,VAF_train,A10_train,A20_train,MAE_test,RMSE_test,R_test,R2_test,MAPE_test,NSE_test,KGE_test,PCD_test,KLD_test,VAF_test,A10_test,A20_test
tanh-13-RMSE,3,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",697.128,697.173,0.95904,1.54428,0.97728,0.95507,0.14899,0.95507,0.9678,0.87561,192.01417,95.50742,0.47588,0.75225,1.2636,2.09252,0.93752,0.861,0.16816,0.861,0.92096,0.79371,-59.05775,86.44308,0.43554,0.71429
tanh-13-RMSE,3,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",862.038,862.075,0.95264,1.51254,0.97821,0.9569,0.14598,0.9569,0.9691,0.89444,180.93273,95.69018,0.4628,0.76697,1.18116,2.16421,0.92682,0.85131,0.15118,0.85131,0.9228,0.8007,10.94937,85.20397,0.50174,0.76655
tanh-13-RMSE,3,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",677.496,677.546,1.06637,1.76411,0.97024,0.94137,0.15764,0.94137,0.95859,0.90589,241.40581,94.13741,0.45544,0.73262,1.17946,2.10983,0.92954,0.85869,0.15219,0.85869,0.90558,0.83566,-35.78888,86.08866,0.51916,0.77352
tanh-13-RMSE,3,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",956.135,956.154,1.13419,1.8049,0.96884,0.93863,0.17339,0.93863,0.95866,0.86989,322.59819,93.86535,0.39248,0.68438,1.28934,2.2503,0.92061,0.83924,0.17741,0.83924,0.8986,0.81119,-32.38623,84.2058,0.40767,0.72822
tanh-13-RMSE,3,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",580.545,580.551,1.04003,1.6401,0.97433,0.94933,0.16556,0.94933,0.96357,0.87561,217.7961,94.93258,0.41455,0.70074,1.27019,2.18099,0.93016,0.849,0.17278,0.849,0.9051,0.79371,-88.50984,85.44248,0.46341,0.70732
tanh-13-RMSE,3,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",710.438,710.493,1.03135,1.67621,0.97318,0.94707,0.15446,0.94707,0.96191,0.89689,208.62269,94.70703,0.44808,0.74816,1.18937,2.07485,0.9334,0.86334,0.16133,0.86334,0.90706,0.82168,-62.26321,86.67345,0.48432,0.72474
tanh-13-RMSE,3,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",719.839,719.892,1.00815,1.69533,0.97255,0.94586,0.14512,0.94586,0.96118,0.88707,206.97345,94.58553,0.48078,0.76942,1.20727,2.16924,0.92812,0.85062,0.15184,0.85062,0.92156,0.77622,-14.0834,85.20758,0.47735,0.7561
tanh-13-RMSE,3,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",701.997,702.022,1.06092,1.71701,0.97183,0.94446,0.16969,0.94446,0.96014,0.89198,228.1167,94.44616,0.41292,0.68438,1.24711,2.12958,0.92787,0.85603,0.17667,0.85603,0.87815,0.78322,-67.32573,85.98381,0.40418,0.71429
tanh-13-RMSE,3,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",711.316,711.367,1.01798,1.59438,0.97576,0.95211,0.16806,0.95211,0.96576,0.86743,217.76118,95.21117,0.43254,0.69828,1.22612,2.04332,0.9387,0.86746,0.1767,0.86746,0.8998,0.79371,-118.80768,87.43083,0.44251,0.70383
tanh-13-RMSE,3,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",680.037,680.075,1.00836,1.66038,0.97369,0.94806,0.15408,0.94806,0.96281,0.8928,209.67187,94.8065,0.44563,0.74162,1.21541,2.12321,0.9269,0.85689,0.16463,0.85689,0.9046,0.8007,9.36438,85.77033,0.45645,0.73519
tanh-13-RMSE,3,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",715.529,715.551,0.91247,1.47696,0.97924,0.95891,0.14137,0.95891,0.97062,0.89034,175.96341,95.89056,0.49959,0.78496,1.23271,2.25061,0.92756,0.8392,0.14802,0.8392,0.91076,0.83916,16.82914,83.9957,0.50871,0.7561
tanh-13-RMSE,3,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",770.174,770.208,0.92341,1.47263,0.97936,0.95915,0.14495,0.95915,0.97077,0.88134,176.22446,95.91463,0.45953,0.77433,1.26728,2.1737,0.93657,0.85,0.16203,0.85,0.90881,0.81469,-105.82398,85.61179,0.47038,0.75958
tanh-13-RMSE,3,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",416.297,416.303,0.96283,1.57068,0.97649,0.95352,0.15617,0.95352,0.96591,0.87971,177.19517,95.35263,0.44808,0.73671,1.16159,2.02532,0.93997,0.86978,0.14947,0.86978,0.92719,0.81119,22.28316,87.02381,0.4669,0.75958
tanh-13-RMSE,3,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",315.043,315.059,0.90342,1.4313,0.98051,0.96141,0.14001,0.96141,0.97245,0.89689,167.74033,96.1407,0.48569,0.78332,1.23454,2.21477,0.93662,0.84428,0.1523,0.84428,0.90401,0.81119,-98.23831,84.97894,0.49477,0.76307
tanh-13-RMSE,3,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",328.065,328.078,0.88842,1.43103,0.98052,0.96142,0.13379,0.96142,0.97247,0.89853,163.10285,96.14218,0.5094,0.79395,1.17751,2.1223,0.93567,0.85701,0.14816,0.85701,0.92063,0.83916,-55.62991,85.99306,0.45993,0.77352
tanh-13-RMSE,4,GA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pc': 0.85, 'pm': 0.05}",747.696,747.707,0.93313,1.51448,0.97816,0.95679,0.14044,0.95679,0.96896,0.89525,174.59788,95.67914,0.48814,0.78414,1.22497,2.10907,0.93936,0.85879,0.16087,0.85879,0.91398,0.82867,-95.78555,86.41898,0.47735,0.75261
tanh-13-RMSE,4,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",396.258,396.312,0.87932,1.42741,0.98062,0.96162,0.13401,0.96162,0.97272,0.90098,164.69516,96.16168,0.51022,0.80376,1.1604,2.13593,0.93474,0.85517,0.14246,0.85517,0.92087,0.82867,-37.03387,85.7302,0.51568,0.79791
tanh-13-RMSE,4,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",701.737,701.777,0.89317,1.45206,0.97994,0.96028,0.13402,0.96028,0.97181,0.88789,169.68145,96.02794,0.50531,0.80294,1.23406,2.17762,0.93439,0.84946,0.1562,0.84946,0.9134,0.79021,-76.50431,85.38076,0.45296,0.77003
tanh-13-RMSE,4,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",705.285,705.316,0.91408,1.49022,0.97886,0.95816,0.13602,0.95816,0.96968,0.89935,166.03747,95.81648,0.50695,0.78087,1.16015,2.06966,0.9387,0.86402,0.15133,0.86402,0.92194,0.84266,-67.95508,86.75112,0.48084,0.77003
tanh-13-RMSE,4,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",715.838,715.895,0.98162,1.5888,0.97593,0.95245,0.15196,0.95245,0.96592,0.86907,195.74091,95.24464,0.4489,0.74325,1.13616,1.95072,0.9419,0.8792,0.15633,0.8792,0.90519,0.8042,-92.08306,88.3756,0.50174,0.76655
tanh-13-RMSE,4,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",684.843,684.869,0.9696,1.61441,0.97514,0.9509,0.14667,0.9509,0.96517,0.89525,201.27428,95.0901,0.46361,0.75634,1.26815,2.27951,0.92235,0.83504,0.15956,0.83504,0.91155,0.82867,-38.2195,83.77457,0.48432,0.74913
tanh-13-RMSE,4,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",837.813,837.854,0.92495,1.51342,0.97819,0.95685,0.1394,0.95685,0.96907,0.88462,176.91675,95.68516,0.49877,0.76533,1.16371,2.07058,0.93849,0.8639,0.14708,0.8639,0.92469,0.81818,-41.25512,86.61951,0.49826,0.7561
tanh-13-RMSE,4,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",694.647,694.687,1.0667,1.76652,0.97016,0.94121,0.15743,0.94121,0.95787,0.89034,229.00998,94.12129,0.44726,0.75307,1.27227,2.23256,0.92059,0.84177,0.16594,0.84177,0.91498,0.76573,34.82397,84.22595,0.48432,0.7108
tanh-13-RMSE,4,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",948.467,948.524,1.13175,1.83551,0.96781,0.93653,0.16815,0.93653,0.9596,0.88789,392.36408,93.66582,0.3843,0.66885,1.43565,2.42626,0.92349,0.81312,0.19282,0.81312,0.87163,0.77972,-196.75173,82.87628,0.4216,0.70383
tanh-13-RMSE,4,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",588.458,588.464,1.02911,1.64735,0.9741,0.94888,0.15885,0.94888,0.96371,0.89198,219.44174,94.88773,0.43581,0.73998,1.22082,2.23139,0.92619,0.84194,0.15117,0.84194,0.91872,0.82867,-6.59076,84.32983,0.4878,0.74913
tanh-13-RMSE,4,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",679.303,679.353,1.00303,1.65501,0.97386,0.9484,0.14987,0.9484,0.96304,0.89771,201.83153,94.84002,0.45871,0.75388,1.15524,2.05209,0.93471,0.86632,0.15391,0.86632,0.9122,0.81818,-56.17389,86.91828,0.50523,0.77352
tanh-13-RMSE,4,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",746.055,746.115,1.03556,1.69816,0.97246,0.94567,0.15883,0.94567,0.96105,0.89116,218.77199,94.56749,0.44235,0.73181,1.22547,2.08399,0.93152,0.86213,0.16916,0.86213,0.89625,0.78671,-59.97736,86.53634,0.41115,0.72822
tanh-13-RMSE,4,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",697.871,697.9,1.04232,1.68488,0.97289,0.94652,0.15537,0.94652,0.96143,0.88543,209.64844,94.65209,0.42355,0.73344,1.2105,2.13648,0.93012,0.8551,0.15661,0.8551,0.9089,0.8007,-61.17643,85.85264,0.49129,0.75958
tanh-13-RMSE,4,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",710.087,710.139,1.0233,1.65049,0.974,0.94868,0.16537,0.94868,0.96309,0.87807,213.63427,94.86817,0.43336,0.71464,1.2071,2.08746,0.93612,0.86167,0.15211,0.86167,0.92606,0.82517,4.75689,86.26005,0.48432,0.74564
tanh-13-RMSE,4,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",686.802,686.843,0.99783,1.64784,0.97409,0.94885,0.14831,0.94885,0.9631,0.89198,196.90939,94.88465,0.46116,0.7637,1.14293,2.04643,0.93215,0.86705,0.14312,0.86705,0.92372,0.80769,46.39432,86.71532,0.51916,0.76655
tanh-13-RMSE,4,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",724.606,724.657,0.93798,1.57311,0.97641,0.95338,0.13854,0.95338,0.96699,0.90426,190.6702,95.33811,0.50286,0.77923,1.21992,2.21299,0.92638,0.84453,0.15518,0.84453,0.91399,0.81818,-45.43992,84.7344,0.4669,0.7561
tanh-13-RMSE,4,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",579.707,579.742,0.9201,1.46651,0.97953,0.95949,0.1424,0.95949,0.97116,0.89198,174.38808,95.94851,0.47097,0.77105,1.13918,2.06486,0.93972,0.86465,0.14598,0.86465,0.92093,0.82168,-76.40824,86.85181,0.50174,0.78746
tanh-13-RMSE,4,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",406.216,406.22,0.99563,1.5946,0.97576,0.9521,0.15874,0.9521,0.96527,0.88543,194.14477,95.20989,0.42927,0.73017,1.18959,1.9981,0.94213,0.87326,0.16402,0.87326,0.92362,0.83916,-71.55048,87.70344,0.45296,0.74913
tanh-13-RMSE,4,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",314.397,314.414,0.93826,1.55533,0.97695,0.95443,0.13601,0.95443,0.96738,0.90917,179.46547,95.4429,0.49796,0.79231,1.16224,2.1693,0.92645,0.85061,0.14181,0.85061,0.92198,0.85315,5.73291,85.13967,0.51568,0.78397
tanh-13-RMSE,4,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",322.113,322.132,0.88203,1.4348,0.98042,0.96122,0.13142,0.96122,0.97218,0.9018,158.15917,96.1218,0.51431,0.80785,1.26474,2.32495,0.92903,0.8284,0.15665,0.8284,0.89975,0.78322,-90.0186,83.39256,0.45645,0.77352
tanh-13-RMSE,5,GA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pc': 0.85, 'pm': 0.05}",752.776,752.815,0.92575,1.5304,0.97769,0.95588,0.13794,0.95588,0.96845,0.9018,178.76381,95.58779,0.50204,0.7776,1.21191,2.1759,0.93752,0.8497,0.15019,0.8497,0.9084,0.81119,-98.33524,85.52127,0.49477,0.777
tanh-13-RMSE,5,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",389.81,389.853,0.8995,1.44641,0.9801,0.96059,0.13704,0.96059,0.97191,0.89771,165.99217,96.05882,0.49796,0.79068,1.16986,2.0577,0.94052,0.86559,0.14773,0.86559,0.92296,0.81469,-41.02002,86.77938,0.49129,0.7561
tanh-13-RMSE,5,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",717.348,717.389,0.95199,1.50883,0.97832,0.95711,0.15476,0.95711,0.96984,0.87807,203.36124,95.71137,0.45217,0.73917,1.33203,2.19841,0.93187,0.84657,0.1841,0.84657,0.90645,0.7972,-96.52968,85.28014,0.4007,0.66551
tanh-13-RMSE,5,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",712.782,712.817,0.92979,1.48717,0.97895,0.95834,0.14237,0.95834,0.97027,0.89116,178.75666,95.83354,0.47506,0.76942,1.2396,2.21735,0.93102,0.84392,0.16106,0.84392,0.90838,0.78671,-96.18258,84.94804,0.49129,0.75261
tanh-13-RMSE,5,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",717.099,717.152,0.97675,1.62446,0.97483,0.95029,0.14368,0.95029,0.96426,0.90507,191.15989,95.02879,0.47261,0.76533,1.18449,2.18929,0.92786,0.84784,0.14587,0.84784,0.91505,0.84965,-49.55289,85.06628,0.51916,0.78049
tanh-13-RMSE,5,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",714.478,714.493,0.98613,1.5821,0.97614,0.95285,0.15691,0.95285,0.96627,0.88298,200.05322,95.28469,0.44235,0.73508,1.19693,2.16376,0.92666,0.85137,0.15423,0.85137,0.90514,0.83217,-44.97065,85.39624,0.4878,0.777
tanh-13-RMSE,5,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",850.653,850.689,0.92935,1.47694,0.97924,0.95891,0.14846,0.95891,0.97093,0.88216,187.2372,95.89068,0.46688,0.74898,1.23825,2.14938,0.93665,0.85334,0.16613,0.85334,0.90977,0.8042,-108.97253,85.96236,0.47735,0.74216
tanh-13-RMSE,5,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",695.789,695.818,1.07343,1.77347,0.96992,0.94075,0.16525,0.94075,0.95673,0.87725,222.4482,94.07509,0.42927,0.71627,1.31873,2.28897,0.92778,0.83367,0.16586,0.83367,0.89886,0.8007,24.964,83.43676,0.40418,0.71429
tanh-13-RMSE,5,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",955.972,955.995,1.13234,1.80046,0.96899,0.93893,0.17983,0.93893,0.95791,0.88871,306.0107,93.89406,0.38185,0.67294,1.27323,2.21892,0.92617,0.8437,0.16951,0.8437,0.91281,0.79371,-46.79968,84.67433,0.44948,0.72125
tanh-13-RMSE,5,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",579.644,579.65,1.03047,1.66809,0.97344,0.94758,0.1593,0.94758,0.96213,0.90262,209.89139,94.75815,0.4489,0.73835,1.294,2.25408,0.93538,0.8387,0.16943,0.8387,0.89415,0.83916,-158.70641,84.92664,0.44599,0.73519
tanh-13-RMSE,5,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",686.967,686.987,1.07601,1.7381,0.97113,0.94309,0.17131,0.94309,0.95915,0.90589,234.83557,94.3089,0.40883,0.69092,1.21802,2.11221,0.9301,0.85837,0.16719,0.85837,0.89717,0.83566,-63.35173,86.18721,0.45645,0.74216
tanh-13-RMSE,5,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",743.828,743.843,1.00993,1.70422,0.97226,0.94529,0.14906,0.94529,0.96076,0.89771,210.20024,94.52862,0.47016,0.75634,1.19022,2.0852,0.92964,0.86197,0.15746,0.86197,0.89949,0.8042,-10.96669,86.3235,0.47387,0.75261
tanh-13-RMSE,5,SOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'fc': 2}",695.08,695.12,1.06089,1.71239,0.97199,0.94476,0.16947,0.94476,0.95948,0.87561,208.44937,94.47621,0.4072,0.71709,1.22505,2.06077,0.9339,0.86518,0.17612,0.86518,0.89896,0.78671,-71.27079,86.90507,0.40418,0.71429
tanh-13-RMSE,5,TSA-ELM,"{'epoch': 1000, 'pop_size': 50}",708.732,708.775,1.02752,1.63917,0.97436,0.94938,0.16346,0.94938,0.96305,0.88052,200.04902,94.93842,0.43908,0.72118,1.26807,2.17364,0.92992,0.85001,0.16802,0.85001,0.91604,0.8042,-50.34334,85.31912,0.44599,0.7108
tanh-13-RMSE,5,AEO-ELM,"{'epoch': 1000, 'pop_size': 50}",696.777,696.818,0.97907,1.62509,0.97481,0.95025,0.14958,0.95025,0.9644,0.90098,199.78317,95.0249,0.45789,0.75552,1.19803,2.07597,0.93111,0.86319,0.16307,0.86319,0.9094,0.82517,-16.74866,86.46524,0.43902,0.74913
tanh-13-RMSE,5,HS-ELM,"{'epoch': 1000, 'pop_size': 50, 'c_r': 0.95, 'pa_r': 0.05}",710.628,710.677,0.90834,1.45345,0.9799,0.9602,0.14194,0.9602,0.97186,0.89689,178.4564,96.02038,0.49796,0.7776,1.36602,2.54626,0.91375,0.79418,0.1641,0.79418,0.88466,0.85315,-21.05376,79.68971,0.41812,0.73868
tanh-13-RMSE,5,GBO-ELM,"{'epoch': 1000, 'pop_size': 50, 'pr': 0.5, 'beta_min': 0.2, 'beta_max': 1.2}",403.32,403.342,0.91457,1.45719,0.9798,0.96,0.14343,0.96,0.97145,0.89116,173.70081,95.99984,0.4677,0.77514,1.22786,2.21068,0.93061,0.84486,0.15436,0.84486,0.914,0.8007,-64.9213,84.85468,0.45993,0.75958
tanh-13-RMSE,5,PSS-ELM,"{'epoch': 1000, 'pop_size': 50, 'acceptance_rate': 0.9, 'sampling_method': 'LHS'}",410.663,410.673,0.99679,1.57169,0.97646,0.95347,0.1645,0.95347,0.96675,0.87643,208.79769,95.34652,0.435,0.70728,1.14862,2.0157,0.93775,0.87102,0.1506,0.87102,0.9259,0.83217,-37.26062,87.30048,0.48432,0.77003
tanh-13-RMSE,5,INFO-ELM,"{'epoch': 1000, 'pop_size': 50}",322.32,322.336,0.88958,1.43173,0.9805,0.96138,0.13559,0.96138,0.97242,0.89607,162.71413,96.13841,0.50123,0.79886,1.21843,2.15025,0.9362,0.85322,0.15511,0.85322,0.91421,0.84266,-84.4719,85.78106,0.46341,0.78397
tanh-13-RMSE,5,RUN-ELM,"{'epoch': 1000, 'pop_size': 50}",244.498,244.508,0.8995,1.4475,0.98007,0.96053,0.13895,0.96053,0.97178,0.89525,165.97322,96.05285,0.47424,0.78087,1.29485,2.30112,0.93675,0.8319,0.15872,0.8319,0.8894,0.82867,-152.71838,84.1906,0.4878,0.7561
tanh-13-RMSE,6,GA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pc': 0.85, 'pm': 0.05}",753.633,753.653,0.94716,1.55506,0.97696,0.95444,0.14001,0.95444,0.96677,0.89034,175.29145,95.44458,0.49877,0.78577,1.18069,2.07086,0.93847,0.86386,0.15321,0.86386,0.92422,0.77972,-46.02939,86.6467,0.4878,0.7561
tanh-13-RMSE,6,CRO-ELM,"{'epoch': 1000, 'pop_size': 50, 'po': 0.85, 'Fb': 0.9, 'Fa': 0.1, 'Fd': 0.1, 'Pd': 0.1, 'GCR': 0.1, 'gamma_min': 0.02, 'gamma_max': 0.2, 'n_trials': 3}",405.527,405.578,0.90784,1.43455,0.98042,0.96123,0.14695,0.96123,0.97229,0.88462,173.62147,96.12315,0.47343,0.7776,1.26328,2.31464,0.93042,0.82992,0.15985,0.82992,0.89891,0.77972,-102.88984,83.61764,0.49477,0.7561
tanh-13-RMSE,6,AGTO-ELM,"{'epoch': 1000, 'pop_size': 50, 'p1': 0.03, 'p2': 0.8, 'beta': 3.0}",695.846,695.889,0.93649,1.50384,0.97847,0.9574,0.14377,0.9574,0.96976,0.87643,188.59837,95.73965,0.47343,0.76778,1.22465,2.1505,0.93281,0.85319,0.15954,0.85319,0.91496,0.79021,-75.51679,85.73031,0.44251,0.75958
tanh-13-RMSE,6,DMOA-ELM,"{'epoch': 1000, 'pop_size': 50, 'peep': 2}",706.986,707.021,0.92857,1.49908,0.9786,0.95767,0.14618,0.95767,0.96872,0.8838,160.19701,95.76674,0.48651,0.76615,1.2139,2.18609,0.9404,0.84829,0.15344,0.84829,0.9012,0.8007,-110.26118,85.46644,0.48432,0.77352
tanh-13-RMSE,6,HGS-ELM,"{'epoch': 1000, 'pop_size': 50, 'PUP': 0.03, 'LH': 1000}",710.703,710.713,1.04077,1.67997,0.97305,0.94683,0.16832,0.94683,0.96195,0.89853,228.65803,94.68325,0.42518,0.69092,1.19915,2.05555,0.93357,0.86586,0.16917,0.86586,0.89001,0.81469,-74.80678,86.98001,0.45645,0.71777
tanh-13-RMSE,6,WOA-ELM,"{'epoch': 1000, 'pop_size': 50}",716.6,716.649,1.00197,1.60783,0.97535,0.9513,0.15572,0.9513,0.96562,0.89116,213.08155,95.13009,0.44154,0.72854,1.12043,1.95332,0.94251,0.87888,0.14838,0.87888,0.93467,0.82867,-23.96068,88.03486,0.48432,0.77003
tanh-13-RMSE,6,NRO-ELM,"{'epoch': 1000, 'pop_size': 50}",849.09,849.127,0.94266,1.5103,0.97828,0.95703,0.14459,0.95703,0.96924,0.88298,187.76773,95.70294,0.46934,0.76124,1.2914,2.30121,0.92231,0.83189,0.16637,0.83189,0.90773,0.80769,-26.38125,83.56528,0.47038,0.75958
tanh-13-RMSE,6,HGSO-ELM,"{'epoch': 1000, 'pop_size': 50, 'n_clusters': 2}",689.282,689.337,1.08371,1.71857,0.97178,0.94436,0.17323,0.94436,0.96094,0.86334,253.40267,94.43628,0.39902,0.68684,1.32318,2.25724,0.92221,0.83825,0.17134,0.83825,0.91285,0.79021,110.56451,83.83087,0.39721,0.64808
tanh-13-RMSE,6,ASO-ELM,"{'epoch': 1000, 'pop_size': 50, 'alpha': 10, 'beta': 0.2}",938.591,938.625,1.12418,1.79386,0.96922,0.93938,0.17432,0.93938,0.95648,0.87398,250.2303,93.93788,0.39084,0.68029,1.2924,2.12358,0.93596,0.85684,0.17749,0.85684,0.9042,0.78322,-116.52497,86.39481,0.43554,0.68293
tanh-13-RMSE,6,GSKA-ELM,"{'epoch': 1000, 'pop_size': 50, 'pb': 0.1, 'kf': 0.5, 'kr': 0.9, 'kg': 5}",587.964,587.97,1.04241,1.63395,0.97453,0.94971,0.16766,0.94971,0.96475,0.87316,240.99078,94.97067,0.43091,0.69338,1.33686,2.06399,0.93768,0.86476,0.20893,0.86476,0.88182,0.75524,-140.42954,87.4065,0.32753,0.64111
tanh-13-RMSE,6,LCO-ELM,"{'epoch': 1000, 'pop_size': 50, 'r1': 2.35}",671.252,671.273,1.04785,1.71803,0.9718,0.9444,0.15819,0.9444,0.96066,0.8928,227.95682,94.43969,0.42273,0.72281,1.22722,2.13206,0.93534,0.85569,0.16833,0.85569,0.8982,0.8042,-134.22255,86.37931,0.44251,0.74216
tanh-13-RMSE,6,SMA-ELM,"{'epoch': 1000, 'pop_size': 50, 'p_t': 0.03}",731.766,731.777,1.0764,1.7062,0.97219,0.94516,0.18337,0.94516,0.96068,0.88871,248.17488,94.51594,0.40556,0.67294,1.28506,2.14121,0.92878,0.85445,0.18775,0.85445,0.87057,0.76923,-106.06192,86.07821,0.3554,0.68293
